"annual_kwh";"sq_meters";"epc_label";"building_era";"income_euro";"occupancy_count";"dist_to_brussels";"roof_color";"pet_ownership"
"1671";4520.5;137.03;"C";"Pre-1970";58167.97;3;96.41;"Black";"1"
"1672";3681.71;147.52;"A";"Post-2000";31109.67;3;47.85;"Red";"0"
"1673";6509.12;157.07;"F";"Pre-1970";46102.29;4;83.54;"Black";"0"
"1674";9808.58;173.41;"C";"1970-2000";59109.55;7;7.06;"Black";"1"
"1675";8730.64;194.84;"D";"1970-2000";85313.61;6;45.62;"Black";"1"
"1676";5101.8;158.49;"A";"Post-2000";79282.93;4;41.94;"Other";"0"
"1677";10065.6;218.5;"C";"1970-2000";68386.06;7;68.64;"Other";"1"
"1678";3598.21;137.97;"C";"1970-2000";38090.47;1;31.17;"Red";"1"
"1679";12654.61;210.59;"F";"Pre-1970";72660.1;5;75.37;"Red";"0"
"1680";6695.41;117.93;"C";"1970-2000";30021.08;5;90.2;"Red";"0"
"1681";5417.47;149.83;"A";"Post-2000";29580.18;6;47.75;"Other";"0"
"1682";6807.23;124.15;"C";"1970-2000";25409.03;7;52.18;"Red";"1"
"1683";4533.45;171.39;"A";"Post-2000";45121.11;3;72.93;"Red";"0"
"1684";9248.95;189.53;"C";"Pre-1970";58301.3;6;110.75;"Black";"0"
"1685";5449.58;196.61;"E";"Pre-1970";72984.23;3;106.34;"Black";"0"
"1686";5173.67;172.67;"A";"Post-2000";70693.37;4;43.6;"Other";"0"
"1687";5322.47;148.43;"E";"Pre-1970";47829.07;3;68.71;"Red";"1"
"1688";7444.03;137.02;"E";"Pre-1970";38390.63;6;28.47;"Red";"0"
"1689";4248.39;142.38;"E";"Pre-1970";44707.08;2;80.48;"Red";"0"
"1690";4936.71;165.13;"B";"1970-2000";56898.07;3;10.36;"Red";"0"
"1691";4507.43;186.05;"B";"Post-2000";73282.81;3;91.24;"Black";"0"
"1692";3774.94;155.7;"F";"Pre-1970";33007.6;1;71.11;"Black";"1"
"1693";6896.47;137.05;"A";"Post-2000";26632.48;7;12.86;"Black";"0"
"1694";3699.67;107.03;"E";"Pre-1970";18424.43;2;116.88;"Black";"0"
"1695";5474.82;142.59;"D";"1970-2000";24596.41;5;78.33;"Other";"1"
"1696";4381.78;151.15;"A";"Post-2000";32064.36;5;32.25;"Black";"0"
"1697";4358.42;133.05;"E";"Pre-1970";34433.7;3;109.49;"Black";"1"
"1698";3969.7;167.86;"B";"Post-2000";49606.47;2;65.01;"Black";"0"
"1699";5144.32;137.02;"A";"Post-2000";30502.9;6;98.78;"Red";"0"
"1700";3574.62;141.57;"A";"Post-2000";39036.83;3;9.56;"Black";"0"
"1701";4500.6;122.9;"E";"Pre-1970";27894.69;3;63.08;"Red";"0"
"1702";9265.74;107.52;"F";"Pre-1970";26867.99;7;100.16;"Other";"0"
"1703";5228.79;136.4;"C";"1970-2000";38165.64;4;27.94;"Other";"1"
"1704";3816.01;113.54;"B";"Post-2000";23755.45;4;56.81;"Other";"0"
"1705";5114.09;119.35;"C";"1970-2000";32096.99;4;62.09;"Black";"0"
"1706";11878.46;258.67;"D";"Pre-1970";132400.1;5;84.28;"Other";"0"
"1707";2956.63;158.47;"A";"Post-2000";48218.71;2;28.16;"Black";"0"
"1708";3806.27;159.64;"D";"Pre-1970";33564.65;1;72.12;"Black";"0"
"1709";4128;155;"A";"Post-2000";43334.44;4;64.79;"Red";"0"
"1710";6875.88;190.87;"F";"Pre-1970";60577.86;3;68.58;"Other";"1"
"1711";5194.26;148.41;"F";"Pre-1970";50873.04;3;53.28;"Black";"0"
"1712";3458.29;102.78;"C";"1970-2000";40357.31;3;43.35;"Black";"1"
"1713";3150.79;149;"B";"1970-2000";23312.41;1;46.71;"Red";"1"
"1714";6715.28;101.07;"E";"Pre-1970";39037.19;5;60.78;"Red";"0"
"1715";6144.15;214.31;"C";"1970-2000";74419.01;3;89.77;"Black";"1"
"1716";5415.53;146.84;"F";"Pre-1970";46446.92;2;50.48;"Red";"0"
"1717";6278.09;193.56;"A";"Post-2000";52734.48;6;48.51;"Red";"0"
"1718";3545.22;169.92;"B";"Post-2000";45752.66;1;43.27;"Other";"1"
"1719";11355.31;144.3;"E";"Pre-1970";58004.91;7;102.31;"Red";"0"
"1720";5798.91;221.89;"B";"Post-2000";102380.72;3;8.16;"Other";"1"
"1721";3798.44;145.78;"D";"1970-2000";56377.71;1;40.32;"Red";"0"
"1722";5333.59;65.11;"D";"1970-2000";22728.32;7;15.57;"Red";"0"
"1723";10556.9;190.76;"E";"Pre-1970";51525.8;6;53.7;"Red";"0"
"1724";4292;141.32;"E";"Pre-1970";36915.91;2;62.38;"Black";"0"
"1725";4791.73;161.32;"E";"Pre-1970";46517.47;1;83.44;"Other";"0"
"1726";3326.29;100.18;"F";"Pre-1970";33241.33;1;102.16;"Red";"0"
"1727";8080.43;202.9;"B";"1970-2000";77861.51;7;54.99;"Black";"1"
"1728";7362.94;133.98;"E";"Pre-1970";44165.76;5;24.98;"Other";"0"
"1729";5814.24;163.89;"E";"Pre-1970";56033.62;4;58.04;"Red";"1"
"1730";6033.89;114.14;"F";"Pre-1970";36393.54;4;93.43;"Other";"1"
"1731";9217.02;267.48;"A";"Post-2000";134042.03;5;37.9;"Red";"1"
"1732";4440.21;148.6;"B";"Post-2000";41677.94;3;93.86;"Other";"1"
"1733";6833.18;167.76;"E";"Pre-1970";54259.76;4;112.37;"Black";"1"
"1734";5111.36;215.36;"B";"Post-2000";38226;2;65.29;"Red";"0"
"1735";3186.06;145.52;"B";"1970-2000";35300.59;2;47.48;"Red";"0"
"1736";3920.54;140.44;"D";"Pre-1970";45475.64;1;17.94;"Other";"0"
"1737";7115.04;193.07;"E";"Pre-1970";77759.07;3;15.91;"Other";"1"
"1738";7034.68;169.06;"E";"Pre-1970";89531.93;3;115.78;"Red";"0"
"1739";3341.97;150.36;"C";"1970-2000";41086.07;1;80.49;"Red";"0"
"1740";3430.1;133.17;"C";"Pre-1970";44794.31;1;24.45;"Black";"0"
"1741";10677.55;185.7;"E";"Pre-1970";74685.94;5;56.83;"Red";"0"
"1742";12861.94;230.68;"E";"Pre-1970";88478.95;7;57.19;"Red";"0"
"1743";9672.27;139.9;"F";"Pre-1970";37351.39;7;50.18;"Other";"1"
"1744";6410.26;158.57;"D";"1970-2000";41289.25;4;71.2;"Other";"1"
"1745";7250.59;194.47;"C";"Pre-1970";75418.14;4;98.63;"Red";"1"
"1746";8227.37;218.32;"A";"Post-2000";52518.41;5;97.05;"Other";"1"
"1747";5108.88;168.89;"A";"Post-2000";29701.49;5;86.27;"Red";"0"
"1748";6590.11;184.91;"C";"Pre-1970";63105.35;5;55.09;"Red";"0"
"1749";4529.52;84.27;"C";"1970-2000";12737.95;4;11.34;"Other";"1"
"1750";5436.45;228.99;"A";"Post-2000";67094.58;3;23.24;"Red";"0"
"1751";4408.06;193.79;"E";"Pre-1970";55135.43;1;77.05;"Black";"0"
"1752";6969.75;165.44;"B";"1970-2000";56111.69;4;14.07;"Red";"0"
"1753";6614.09;165;"A";"Post-2000";58654.52;6;107.57;"Black";"0"
"1754";4771.15;122.16;"A";"Post-2000";37857.59;5;78.6;"Other";"0"
"1755";6179.01;154.28;"F";"Pre-1970";42757.63;2;114.41;"Other";"0"
"1756";3843.76;166.74;"D";"1970-2000";29673.01;2;117.32;"Other";"1"
"1757";4255.8;106.93;"D";"1970-2000";23942.07;4;10.45;"Black";"0"
"1758";9107.16;162.21;"E";"Pre-1970";58730.42;6;75.17;"Black";"0"
"1759";6206.99;139.61;"A";"Post-2000";27558.14;6;10.92;"Black";"0"
"1760";7126.82;218.69;"C";"1970-2000";81288.03;4;21.3;"Black";"1"
"1761";8010.88;191.73;"A";"Post-2000";76290.46;7;56.88;"Other";"1"
"1762";7164.64;165.55;"A";"Post-2000";39385.97;6;43.98;"Red";"1"
"1763";4366.13;128.86;"E";"Pre-1970";47912.23;2;42.75;"Red";"1"
"1764";10671.27;209.83;"D";"1970-2000";87049.98;7;101.18;"Other";"0"
"1765";9354;174.05;"D";"1970-2000";46408.97;6;116.12;"Red";"0"
"1766";4030.75;143.07;"C";"1970-2000";58751.17;1;84.03;"Other";"0"
"1767";4373.87;127.49;"F";"Pre-1970";61269.27;2;33.26;"Other";"0"
"1768";3761.1;170.41;"B";"Post-2000";82374.09;2;91.97;"Other";"0"
"1769";5746.93;153.28;"A";"Post-2000";38392.34;6;16.4;"Black";"0"
"1770";4047.56;139.51;"E";"Pre-1970";46518.68;1;10.19;"Black";"0"
"1771";4869.95;144.88;"B";"Post-2000";35599.14;4;43.78;"Red";"0"
"1772";4812.36;116.37;"A";"Post-2000";23779.68;5;59.87;"Red";"1"
"1773";2987.75;69.4;"C";"1970-2000";16375.95;3;37.09;"Other";"0"
"1774";5505.37;87.72;"C";"Pre-1970";31414.36;6;78.25;"Black";"0"
"1775";5857.66;120.05;"A";"Post-2000";45567.78;7;98.76;"Red";"0"
"1776";6530.73;118.45;"B";"Post-2000";32582.49;5;81.09;"Other";"0"
"1777";5625.28;149.99;"A";"Post-2000";43604.31;5;116.14;"Red";"1"
"1778";2995.09;109.13;"A";"Post-2000";47863.29;4;116.08;"Black";"0"
"1779";7035.83;218.35;"D";"1970-2000";71056.45;3;57.72;"Other";"0"
"1780";2187.3;60.26;"C";"Pre-1970";19538.42;3;81.77;"Black";"1"
"1781";6475.8;245.66;"A";"Post-2000";117835.31;3;83.77;"Red";"0"
"1782";4372.27;116.59;"F";"Pre-1970";46733.12;3;32.59;"Black";"1"
"1783";7114.6;209.41;"D";"Pre-1970";68734.63;5;76.44;"Red";"0"
"1784";3852.05;133.16;"A";"Post-2000";19823.51;2;23.87;"Red";"0"
"1785";8115.68;211.79;"F";"Pre-1970";89370.05;4;42.04;"Red";"0"
"1786";3514.28;145.23;"A";"Post-2000";46328.01;2;50.24;"Red";"0"
"1787";9157.08;196.14;"B";"1970-2000";35369.43;7;117.23;"Black";"1"
"1788";6745.72;120.13;"C";"1970-2000";33697.09;5;87.89;"Other";"0"
"1789";8923.47;159.65;"C";"1970-2000";42455.24;6;50.18;"Black";"1"
"1790";9606.75;136.69;"E";"Pre-1970";30679.07;7;54.73;"Black";"1"
"1791";7542.29;188.76;"F";"Pre-1970";33018.61;4;8.78;"Black";"0"
"1792";5205.61;104.92;"B";"1970-2000";19647.02;5;66.01;"Other";"1"
"1793";6522.34;183.05;"B";"Post-2000";39609.98;5;100.24;"Black";"0"
"1794";8729.53;137.59;"B";"Post-2000";28681.5;7;80.15;"Other";"1"
"1795";4615.72;125.56;"A";"Post-2000";25748.34;5;86.31;"Red";"0"
"1796";6690.28;178.44;"A";"Post-2000";31945.45;5;101.46;"Black";"0"
"1797";4319.75;211.1;"B";"1970-2000";63402.29;3;7.19;"Red";"0"
"1798";2944.67;124.46;"C";"1970-2000";33022.44;2;81.94;"Red";"1"
"1799";9682.78;198.07;"D";"1970-2000";92221.27;5;88.51;"Black";"1"
"1800";4629.28;213.56;"B";"1970-2000";117820.51;2;22.01;"Other";"0"
"1801";2452.78;116.39;"A";"Post-2000";21941.89;1;19.46;"Other";"0"
"1802";4888.77;128.29;"F";"Pre-1970";34258.99;2;98.88;"Black";"0"
"1803";5112.94;153.88;"C";"1970-2000";42510.08;4;66.72;"Red";"0"
"1804";5056.47;163.18;"A";"Post-2000";31868.21;5;44.68;"Red";"0"
"1805";7644.58;194.82;"D";"1970-2000";81659.03;6;108.33;"Red";"1"
"1806";7343.47;163.2;"C";"1970-2000";47546.45;6;98.79;"Red";"0"
"1807";4070.91;102.64;"B";"Post-2000";30547.99;5;102.6;"Other";"0"
"1808";4788.9;107.77;"A";"Post-2000";35227.08;6;52.6;"Red";"1"
"1809";2668.35;116.29;"A";"Post-2000";27204.96;3;54.21;"Red";"1"
"1810";3619.19;161.48;"C";"1970-2000";35703.2;1;103.26;"Other";"0"
"1811";5836.65;198.94;"C";"Pre-1970";72442.78;5;30.51;"Black";"0"
"1812";11068.16;189.96;"D";"Pre-1970";28860.3;6;62.24;"Other";"0"
"1813";8683.03;179.73;"B";"1970-2000";58534.59;7;82.86;"Red";"0"
"1814";3558.66;157.07;"B";"1970-2000";39567.43;2;68.01;"Red";"1"
"1815";5062.6;98.65;"B";"1970-2000";21150.36;6;118.3;"Other";"1"
"1816";7649.28;125.74;"A";"Post-2000";31151.17;7;5.41;"Black";"0"
"1817";5595.86;133.98;"B";"Post-2000";21010.05;6;38.92;"Black";"1"
"1818";4453.3;225.89;"B";"1970-2000";103789.22;1;31.23;"Red";"0"
"1819";3576.69;181.53;"B";"1970-2000";49637.87;1;84.08;"Black";"0"
"1820";7846.2;151.24;"C";"1970-2000";47306.47;7;60.02;"Red";"1"
"1821";4773.03;170.07;"C";"1970-2000";44645.17;3;83.28;"Black";"1"
"1822";8177.5;188.38;"E";"Pre-1970";49472.09;5;118.16;"Black";"0"
"1823";6944.52;167.22;"B";"Post-2000";38902.71;7;107.82;"Black";"0"
"1824";5428.57;157.27;"C";"1970-2000";37150.5;4;80.37;"Red";"1"
"1825";5019.76;139.22;"E";"Pre-1970";29774.34;2;96.33;"Other";"0"
"1826";5465.13;136.69;"C";"Pre-1970";40932.02;5;92.24;"Red";"1"
"1827";3919.56;90.16;"B";"Post-2000";42350.66;4;5.69;"Black";"1"
"1828";7419.22;156.82;"F";"Pre-1970";28802.27;4;6.66;"Black";"1"
"1829";7480.15;204.06;"A";"Post-2000";47344.67;7;46.49;"Other";"1"
"1830";6573.19;125.23;"F";"Pre-1970";24394.29;4;76.53;"Black";"0"
"1831";4831.06;194.26;"B";"1970-2000";49490.41;2;14.12;"Black";"0"
"1832";2520.61;113.7;"A";"Post-2000";43063.03;2;23.17;"Other";"0"
"1833";7166.67;142.39;"E";"Pre-1970";66741.67;6;27.82;"Red";"1"
"1834";9186.67;152.81;"D";"1970-2000";44467.94;6;49.66;"Other";"1"
"1835";3664.58;172.83;"E";"Pre-1970";56344.9;1;16.16;"Black";"1"
"1836";11299.89;209.52;"F";"Pre-1970";84809.38;6;67.04;"Black";"1"
"1837";4411.04;146.6;"D";"1970-2000";51365.67;1;104.71;"Black";"0"
"1838";8163.96;244.8;"C";"1970-2000";65436.97;5;79.15;"Other";"0"
"1839";4288.77;123.99;"A";"Post-2000";38044.8;4;83.09;"Other";"0"
"1840";4800.31;122.92;"F";"Pre-1970";34748.99;3;108.3;"Other";"0"
"1841";10702.73;165.74;"F";"Pre-1970";38984.04;6;93.66;"Other";"1"
"1842";6516.28;142.03;"B";"1970-2000";29159.92;6;91.11;"Other";"1"
"1843";3158.29;96.26;"E";"Pre-1970";48011.2;1;97.23;"Other";"1"
"1844";8492.21;172.83;"C";"1970-2000";49666.66;6;35.43;"Red";"1"
"1845";4850.45;132.02;"C";"Pre-1970";28276.81;4;64.55;"Red";"1"
"1846";8277.45;156.66;"C";"1970-2000";43313.48;7;117.65;"Other";"0"
"1847";4436.71;172.52;"B";"Post-2000";53066.4;3;26.05;"Other";"0"
"1848";3154.58;147.45;"C";"Pre-1970";34023.53;1;112.63;"Black";"1"
"1849";4057.6;135.01;"A";"Post-2000";27667.29;3;56.78;"Red";"0"
"1850";3193.77;141.99;"A";"Post-2000";46651.52;2;86.36;"Red";"0"
"1851";5139.88;143.57;"C";"1970-2000";24078.56;4;84.03;"Other";"0"
"1852";7308.05;258.01;"E";"Pre-1970";77473.53;3;44.63;"Black";"0"
"1853";8089.42;144.6;"B";"Post-2000";41909.54;7;112.51;"Red";"0"
"1854";4894.63;152.78;"C";"Pre-1970";28077.81;3;5.84;"Other";"0"
"1855";6051.64;151.12;"F";"Pre-1970";36177.9;1;68.68;"Black";"0"
"1856";6433.45;206.46;"E";"Pre-1970";61896.95;3;38.37;"Red";"1"
"1857";8674.94;156.39;"C";"Pre-1970";38885.33;6;19.8;"Red";"1"
"1858";3205.23;143.94;"D";"1970-2000";42478.45;1;30.14;"Red";"1"
"1859";6400.76;162.31;"B";"1970-2000";58175.15;5;14.71;"Red";"1"
"1860";3756.21;202.56;"B";"1970-2000";67475.22;2;106.59;"Black";"0"
"1861";7178.43;147.17;"C";"1970-2000";36881.38;6;32.9;"Other";"0"
"1862";12743.06;194.03;"F";"Pre-1970";55979.57;7;38.73;"Red";"0"
"1863";6307.14;119.25;"D";"Pre-1970";43577.18;5;52.42;"Black";"1"
"1864";6364.18;186.23;"A";"Post-2000";49033.42;5;92.53;"Black";"1"
"1865";9736.56;201.16;"E";"Pre-1970";50989.01;5;17.97;"Other";"1"
"1866";7303.32;175.85;"C";"1970-2000";55140.57;5;65.35;"Other";"1"
"1867";6955.72;169.51;"A";"Post-2000";48732.99;6;73.75;"Other";"1"
"1868";5360.84;203.19;"F";"Pre-1970";37342.03;1;45.4;"Red";"0"
"1869";10083.92;199.03;"D";"1970-2000";51604.11;5;8.47;"Red";"1"
"1870";7321.24;128.29;"B";"Post-2000";48294.87;5;25.58;"Other";"1"
"1871";7030.61;180.66;"B";"Post-2000";53229.53;5;28.49;"Black";"0"
"1872";7075.33;153.37;"D";"1970-2000";38751.23;5;70.35;"Red";"1"
"1873";3815.81;160.47;"B";"1970-2000";50653.97;3;16.61;"Other";"0"
"1874";4395.9;165.24;"B";"Post-2000";38546.95;3;32.33;"Black";"0"
"1875";2471.13;140.14;"B";"Post-2000";48906.6;1;38.5;"Black";"0"
"1876";5636.27;133.84;"D";"Pre-1970";30187.22;4;89.5;"Black";"0"
"1877";3285.54;222.94;"A";"Post-2000";104068.82;1;15.16;"Red";"0"
"1878";5517.37;172.36;"B";"1970-2000";47485.95;4;119.77;"Black";"0"
"1879";8060.12;158.19;"C";"1970-2000";42294.17;7;32.59;"Other";"0"
"1880";4901.27;162.36;"C";"1970-2000";25280.06;3;84.42;"Black";"1"
"1881";6734.05;190.22;"A";"Post-2000";42685.61;6;107.68;"Red";"0"
"1882";10642.09;188.51;"E";"Pre-1970";48869.59;7;47.61;"Black";"1"
"1883";11060.19;213.62;"A";"Post-2000";50276.08;7;72.6;"Red";"1"
"1884";4000.55;195.87;"B";"Post-2000";42690.97;2;24.28;"Red";"0"
"1885";5217.41;173.27;"D";"Pre-1970";41884.75;3;71;"Red";"1"
"1886";7711.3;155.51;"F";"Pre-1970";53386.37;4;85.74;"Black";"0"
"1887";9679.95;166.35;"C";"1970-2000";65619.07;7;109.58;"Black";"0"
"1888";5038.71;163.99;"A";"Post-2000";33234.19;5;36.33;"Black";"0"
"1889";3591.15;161.26;"D";"1970-2000";40437.47;3;47.38;"Black";"0"
"1890";3991.73;155.06;"B";"1970-2000";28368.9;3;6.22;"Other";"1"
"1891";7529.54;159.02;"D";"1970-2000";35765.38;4;103.89;"Other";"0"
"1892";5260.51;167.03;"A";"Post-2000";26237.55;5;96.05;"Black";"1"
"1893";6676.24;142.83;"B";"1970-2000";32914.97;5;112.92;"Black";"0"
"1894";4058.06;238.7;"A";"Post-2000";71401.72;2;81.88;"Other";"0"
"1895";11907.31;189.74;"D";"Pre-1970";66197.16;7;59.07;"Other";"0"
"1896";3249.12;177.4;"A";"Post-2000";35419.56;2;34.3;"Red";"1"
"1897";3143.66;148.67;"D";"Pre-1970";49055.15;2;60.6;"Other";"0"
"1898";5711.24;169.51;"A";"Post-2000";49081.22;5;5.11;"Other";"0"
"1899";5680.61;224.43;"D";"Pre-1970";114473.35;2;30.83;"Other";"1"
"1900";4945.81;91.52;"D";"1970-2000";25243.15;5;106.45;"Red";"0"
"1901";3687.72;115.85;"C";"1970-2000";38804.62;2;49.9;"Red";"1"
"1902";6930.11;211.62;"A";"Post-2000";49518.17;6;82.36;"Red";"1"
"1903";5817.63;113.01;"A";"Post-2000";31209.49;7;79.61;"Black";"1"
"1904";3301.93;104.58;"C";"1970-2000";43669.98;2;114.62;"Black";"0"
"1905";7112.43;127.09;"B";"Post-2000";28663.65;7;72.13;"Black";"0"
"1906";3834.57;130.07;"B";"Post-2000";40857.69;4;29.38;"Other";"1"
"1907";6995.41;199.43;"A";"Post-2000";69108.63;6;56.88;"Black";"0"
"1908";5973.92;149.39;"C";"1970-2000";44254.6;5;100.63;"Other";"0"
"1909";3329.39;159.53;"B";"Post-2000";45816.48;2;71.6;"Other";"0"
"1910";6624.8;144.13;"E";"Pre-1970";42626.21;5;19.79;"Black";"0"
"1911";4704.12;135.55;"D";"1970-2000";28895.23;4;82.75;"Black";"1"
"1912";4158.49;133.96;"D";"1970-2000";15732.34;3;109.18;"Other";"0"
"1913";4113.32;184.96;"A";"Post-2000";51658.45;2;23.58;"Other";"1"
"1914";3047.9;116.8;"D";"1970-2000";28872.91;2;43.08;"Other";"1"
"1915";4597.93;165.39;"C";"1970-2000";13420.73;4;63.4;"Red";"1"
"1916";4761.97;177.45;"C";"Pre-1970";40721.45;3;62.07;"Red";"1"
"1917";5798.12;122.49;"A";"Post-2000";27337.74;6;108.13;"Other";"1"
"1918";4644.23;133.61;"C";"1970-2000";44662.68;4;34.29;"Black";"0"
"1919";4844.65;163.62;"D";"1970-2000";37990.6;4;13.56;"Red";"1"
"1920";6433.56;136.11;"D";"Pre-1970";46456.13;4;61.24;"Other";"0"
"1921";4613.71;154.89;"A";"Post-2000";69300.62;5;53.08;"Red";"0"
"1922";4313.78;97.13;"F";"Pre-1970";28224.89;2;18.81;"Red";"1"
"1923";6863.28;180.28;"B";"Post-2000";60427.41;6;28.78;"Black";"1"
"1924";4797.34;168.24;"A";"Post-2000";41778.44;4;66.57;"Other";"0"
"1925";7228.58;123.42;"E";"Pre-1970";33389.48;7;115.57;"Other";"1"
"1926";5377.22;173.61;"A";"Post-2000";32969.95;5;89.14;"Black";"0"
"1927";2954.97;98.33;"F";"Pre-1970";35061.02;2;35.31;"Red";"1"
"1928";5603.92;120.42;"C";"1970-2000";33453.08;5;73.86;"Black";"0"
"1929";6260.22;129.46;"A";"Post-2000";24551.63;7;85.68;"Red";"1"
"1930";3409.58;145.82;"B";"1970-2000";34062.13;2;64.73;"Red";"1"
"1931";8067.01;133.75;"E";"Pre-1970";54827.04;6;40.59;"Other";"0"
"1932";7227.65;153.15;"A";"Post-2000";38029.78;7;54.11;"Red";"0"
"1933";3132.11;126.03;"B";"Post-2000";31475.26;3;45.2;"Other";"0"
"1934";3971.5;148.48;"A";"Post-2000";54334.93;3;69.39;"Red";"1"
"1935";2386.89;94.62;"C";"1970-2000";29492.08;1;74.97;"Other";"1"
"1936";8837.82;131.63;"E";"Pre-1970";32208.44;6;55.27;"Other";"0"
"1937";3083.44;153.2;"A";"Post-2000";49573.19;1;37.2;"Black";"0"
"1938";6814.73;168.08;"B";"Post-2000";35121.68;7;83.58;"Black";"0"
"1939";5162.58;104.31;"F";"Pre-1970";46082.92;3;33.15;"Black";"0"
"1940";7358.76;180.9;"E";"Pre-1970";26598.86;4;13.2;"Other";"1"
"1941";7515.25;130.41;"B";"1970-2000";33316.06;7;23.55;"Other";"1"
"1942";8918.52;208.86;"D";"Pre-1970";69006.15;5;103.33;"Black";"0"
"1943";10923.02;155.2;"D";"1970-2000";41701.18;7;74.4;"Black";"0"
"1944";6857.46;197.09;"C";"1970-2000";64298.55;5;99.62;"Other";"1"
"1945";3528.88;141.67;"B";"Post-2000";27801.2;1;89.61;"Black";"0"
"1946";4272.9;122.22;"B";"1970-2000";28712;4;25.89;"Other";"1"
"1947";3533.32;136.93;"A";"Post-2000";42880.75;3;40.02;"Black";"0"
"1948";8325.17;145.69;"D";"Pre-1970";65708.59;7;70.66;"Red";"1"
"1949";7025.02;146.45;"B";"Post-2000";30005.26;7;95.24;"Black";"0"
"1950";5156.34;107.7;"F";"Pre-1970";34467.18;5;79.11;"Black";"1"
"1951";10956.42;173.92;"F";"Pre-1970";64124.09;7;13.32;"Other";"0"
"1952";2838.1;151.03;"A";"Post-2000";55413.27;1;81.92;"Red";"1"
"1953";7780.67;151.67;"B";"1970-2000";40449.8;7;110.65;"Black";"0"
"1954";3831.78;178.78;"A";"Post-2000";42068.61;2;117.72;"Red";"0"
"1955";5504.58;131.6;"B";"Post-2000";61640.96;3;8.53;"Red";"1"
"1956";7927.42;227.47;"C";"1970-2000";100838.86;5;63.23;"Red";"1"
"1957";4033.73;144.38;"A";"Post-2000";46232.45;2;45.34;"Red";"1"
"1958";5668.43;177.74;"B";"1970-2000";56004.49;4;60.63;"Red";"1"
"1959";2508.08;129.61;"A";"Post-2000";47288.31;1;79.78;"Red";"0"
"1960";4163.14;131.45;"C";"1970-2000";55479.42;2;56.07;"Red";"0"
"1961";5014.69;176.47;"D";"1970-2000";57594.51;3;118.97;"Black";"0"
"1962";4325.83;162.24;"A";"Post-2000";46668.48;4;116.33;"Black";"1"
"1963";5400.81;176.94;"C";"1970-2000";52649.2;5;83.84;"Red";"0"
"1964";7411.62;139.79;"E";"Pre-1970";56089.47;6;72.79;"Black";"0"
"1965";5504.27;150.45;"C";"1970-2000";81436.04;5;48.07;"Other";"0"
"1966";6657.92;226.98;"A";"Post-2000";74232.2;4;5.33;"Black";"0"
"1967";3391.29;119.17;"C";"1970-2000";20923.39;2;73.21;"Other";"0"
"1968";6878.27;140.16;"A";"Post-2000";33939.45;7;5.23;"Black";"1"
"1969";6500.89;265.67;"D";"Pre-1970";138550.46;3;10.83;"Black";"1"
"1970";2856.53;165.77;"A";"Post-2000";64543.71;2;97.48;"Other";"0"
"1971";5380.73;85.74;"F";"Pre-1970";19268.27;4;111.05;"Other";"0"
"1972";3682.58;164.18;"A";"Post-2000";51074.14;2;96.81;"Red";"0"
"1973";2766.55;128.77;"C";"1970-2000";40205.15;1;56.82;"Red";"0"
"1974";10954.21;187.51;"F";"Pre-1970";83766.42;4;36.98;"Other";"0"
"1975";7626.56;177.7;"F";"Pre-1970";34065.11;4;49.96;"Red";"0"
"1976";4612.02;146.04;"B";"Post-2000";36958.75;4;14.24;"Red";"0"
"1977";7663.24;174.24;"B";"Post-2000";89641.52;6;26.01;"Black";"1"
"1978";6681.4;118.74;"F";"Pre-1970";32986.46;5;116.7;"Black";"0"
"1979";6623.87;132.69;"C";"1970-2000";34793.62;6;15.15;"Black";"1"
"1980";6073.43;178.94;"A";"Post-2000";27022.45;5;106.43;"Red";"1"
"1981";4271.46;143.23;"A";"Post-2000";29271.58;4;8.67;"Other";"0"
"1982";3797.79;131.73;"C";"Pre-1970";24524.36;3;96.89;"Black";"0"
"1983";7307.25;166.24;"E";"Pre-1970";54224.51;4;8.53;"Other";"0"
"1984";7049.76;140.62;"D";"Pre-1970";35748.2;6;45.48;"Other";"1"
"1985";6294.77;166.99;"A";"Post-2000";70637.46;6;20.64;"Red";"0"
"1986";3293.7;136.2;"B";"Post-2000";36874.76;1;63.59;"Other";"0"
"1987";2898.82;172.84;"A";"Post-2000";45195.6;1;93.08;"Red";"0"
"1988";7100.13;121.37;"C";"1970-2000";31925.2;6;14.96;"Red";"1"
"1989";5410.27;118.83;"A";"Post-2000";54516.14;6;83.47;"Red";"0"
"1990";3138.54;246.75;"A";"Post-2000";90365.89;1;113.85;"Red";"1"
"1991";8024.98;160.34;"D";"Pre-1970";50198.4;5;37.45;"Red";"0"
"1992";6042.74;196.59;"B";"1970-2000";63454.83;4;36.93;"Other";"1"
"1993";2956.53;142.66;"D";"1970-2000";43484.52;1;118.59;"Other";"0"
"1994";5404.28;182.59;"A";"Post-2000";44384.72;6;29.99;"Black";"1"
"1995";4948.76;148.87;"A";"Post-2000";30882.21;5;111.52;"Black";"0"
"1996";4177.07;166.08;"B";"1970-2000";28846.49;2;114.66;"Black";"1"
"1997";6044.29;153.02;"E";"Pre-1970";21674.18;4;50.36;"Other";"1"
"1998";3683.6;150.61;"C";"1970-2000";29300.12;1;34.73;"Black";"0"
"1999";4418.36;109.54;"F";"Pre-1970";58621.47;2;19.2;"Other";"0"
